Linux 3.19.0-25-generic (dss-storage-1) 	10/27/2015 	_x86_64_	(24 CPU)

12:38:13 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:42:23 AM  all   46.63    0.00   12.01   22.91    0.00    1.56    0.00    0.00    0.00   16.88
12:42:24 AM  all   24.79    0.00    9.00   37.04    0.00    0.95    0.00    0.00    0.00   28.22
12:42:25 AM  all   25.98    0.00   22.30   29.97    0.00    1.48    0.00    0.00    0.00   20.28
12:42:26 AM  all   16.79    0.00    5.41   42.68    0.00    1.00    0.00    0.00    0.00   34.12
12:42:27 AM  all   29.07    0.00    8.58   35.80    0.00    1.21    0.00    0.00    0.00   25.34
12:42:28 AM  all   18.32    0.00    5.31   45.41    0.00    0.81    0.00    0.00    0.00   30.15
12:42:29 AM  all   20.74    0.00    7.45   49.34    0.00    0.93    0.00    0.00    0.00   21.54
12:42:30 AM  all   23.74    0.00   23.78   32.31    0.00    1.49    0.00    0.00    0.00   18.68
12:42:31 AM  all   27.68    0.00    8.52   39.31    0.00    1.44    0.00    0.00    0.00   23.04
12:42:32 AM  all   37.89    0.00   12.86   28.86    0.00    1.28    0.00    0.00    0.00   19.11
12:42:33 AM  all   39.28    0.00   10.52   30.72    0.00    1.52    0.00    0.00    0.00   17.97
12:42:34 AM  all   35.90    0.00   27.36   21.26    0.00    1.18    0.00    0.00    0.00   14.29
12:42:35 AM  all   33.97    0.00   11.10   31.30    0.00    1.60    0.00    0.00    0.00   22.02
12:42:36 AM  all   23.02    0.00    6.27   38.69    0.00    0.94    0.00    0.00    0.00   31.08
12:42:37 AM  all   35.63    0.00   10.21   32.14    0.00    1.15    0.00    0.00    0.00   20.87
