       p2p2       
 KB/s in  KB/s out
 1001.34   1216.22
 1711.86   1711.09
 1924.50   1491.87
  920.67   1285.54
  993.02   1301.33
  954.42   1336.17
 1581.87   1748.18
 2095.49   1448.06
  958.66   1319.75
 1010.82   1398.64
 1174.45   1390.77
 2207.91   1817.15
 1038.06   1407.23
 1200.26   1260.87
 1331.53   1715.89
 1059.41   1339.53
 1787.20   1803.54
 1917.26   1487.00
  990.87   1315.54
       p2p2       
 KB/s in  KB/s out
  991.38   1371.18
 1146.58   1331.42
 1751.44   1705.64
 1476.89   1398.53
 1753.32   1847.81
  883.92   1280.73
 1054.19   1301.31
 2190.66   1878.89
 1543.88   1319.75
 1129.84   1547.95
  868.77   1247.29
 1167.02   1436.93
 1716.96   1705.65
 1824.39   1438.68
 1086.54   1439.93
  862.73   1279.12
 1304.53   1559.11
 2223.35   1773.78
 1391.94   1459.11
 1090.14   1453.12
  919.29   1216.59
 1109.42   1365.61
       p2p2       
 KB/s in  KB/s out
 1841.17   1968.27
 1956.41   1525.97
  959.60   1265.09
  916.19   1257.67
 1288.62   1457.83
 1737.87   1710.23
 1439.05   1342.86
 1224.13   1276.78
 1153.26   1495.64
 1255.74   1505.21
 1446.44   1442.13
 1850.57   1536.66
 1109.18   1410.90
  968.75   1356.32
 1243.03   1511.34
 1713.41   1658.13
 1596.70   1444.81
 1089.06   1236.22
  884.28   1246.99
 1066.30   1339.02
 1845.58   1793.02
 2003.67   1523.73
       p2p2       
 KB/s in  KB/s out
  796.50   1183.12
 1156.27   1534.45
 1022.89   1365.85
 1721.41   1937.46
 1912.62   1272.55
 1064.49   1462.39
 1151.14   1567.12
 1342.72   1561.64
 2627.65   2077.86
 1271.64   1557.94
 1201.10   1457.16
 1090.41   1438.71
 1030.83   1328.60
 1962.15   1992.67
 1969.08   1570.43
 1058.65   1413.47
 1131.13   1491.01
 1111.00   1307.17
 2390.86   1796.63
 1088.03   1605.74
 1247.13   1392.69
 1193.21   1548.74
       p2p2       
 KB/s in  KB/s out
 1335.35   1650.40
 1976.23   1887.34
 1893.60   1487.71
 1127.04   1472.63
  905.91   1229.82
 1432.44   1550.49
 2177.29   1597.64
 1287.30   1527.33
  876.59   1221.38
 1012.93   1412.22
 1343.54   1707.14
 2000.03   2022.85
 1924.16   1545.51
  797.48   1117.59
  868.01   1170.39
  986.21   1389.12
 1734.28   2004.04
 2223.52   1474.27
  970.55   1273.38
 1135.26   1493.00
 1319.74   1565.26
 2327.72   1940.24
       p2p2       
 KB/s in  KB/s out
 1505.34   1525.83
  857.12   1245.11
  910.56   1264.59
 1057.01   1341.13
 1764.24   1899.35
 1898.03   1407.52
  916.91   1239.06
 1017.16   1363.63
 1381.11   1577.26
 2244.72   1673.47
 1204.89   1445.81
  969.49   1230.69
 1086.93   1474.45
 1107.21   1367.69
 1794.80   1822.47
