Linux 3.19.0-25-generic (dss-storage-1) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.07    0.00    3.56    2.08    0.00   84.29

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdg               0.00    16.00    0.00   42.00     0.00 36812.00  1752.95    10.74  240.57    0.00  240.57  23.81 100.00
sdh               0.00    25.00    5.00   50.00    40.00 45972.00  1673.16    12.02  223.42  234.40  222.32  18.18 100.00
sdi               0.00    16.00    1.00   44.00     4.00 38624.00  1716.80     9.64  225.69  212.00  226.00  22.22 100.00
sdl               0.00    13.00    0.00   40.00     0.00 34208.00  1710.40     9.92  240.30    0.00  240.30  25.00 100.00
sdj               0.00    17.00    1.00   37.00     4.00 33700.00  1773.89     8.96  228.21  336.00  225.30  26.32 100.00
sdk               0.00     8.00    0.00  129.00     0.00 20223.00   313.53    15.12  189.15    0.00  189.15   7.75 100.00
sdm               0.00    10.00    0.00   46.00     0.00 35500.00  1543.48    10.19  244.26    0.00  244.26  21.74 100.00
sdo               0.00    13.00    0.00   28.00     0.00 22292.00  1592.29     8.47  244.57    0.00  244.57  35.71 100.00
sdn               0.00    11.00    0.00  125.00     0.00 26654.00   426.46    18.28  193.34    0.00  193.34   8.00 100.00
sdp               0.00    24.00    0.00   42.00     0.00 39416.00  1876.95    10.77  239.81    0.00  239.81  23.81 100.00
sdr               0.00    10.00    0.00   45.00     0.00 37648.00  1673.24     9.85  243.29    0.00  243.29  22.22 100.00
sds               0.00     7.00    0.00   30.00     0.00 24840.00  1656.00     8.05  266.67    0.00  266.67  33.20  99.60
sdt               0.00    10.00    0.00   29.00     0.00 21776.00  1501.79     7.20  244.14    0.00  244.14  34.34  99.60
sdq               0.00    16.00    0.00   75.00     0.00 35404.00   944.11    13.23  169.87    0.00  169.87  13.28  99.60
sdv               0.00    22.00    0.00   45.00     0.00 38712.00  1720.53    11.47  250.84    0.00  250.84  22.13  99.60
sdw               0.00    42.00    1.00   42.00     8.00 37324.00  1736.37    11.09  227.07  204.00  227.62  23.16  99.60
sdu               0.00     9.00    0.00   32.00     0.00 28484.00  1780.25     6.94  221.88    0.00  221.88  31.13  99.60
sdy               0.00    16.00    0.00   42.00     0.00 33720.00  1605.71    10.83  262.76    0.00  262.76  23.71  99.60
sdx               0.00    19.00    0.00   40.00     0.00 32388.00  1619.40    11.42  267.10    0.00  267.10  24.90  99.60
sdz               0.00    15.00    0.00    9.00     0.00   336.00    74.67     0.11   11.11    0.00   11.11  12.44  11.20
dm-0              0.00     0.00    0.00   26.00     0.00   340.00    26.15     0.29   11.23    0.00   11.23   4.31  11.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          33.64    0.00   18.04   18.13    0.00   30.18

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    12.00    0.00   43.00     0.00 38296.00  1781.21     5.80  145.86    0.00  145.86  23.26 100.00
sdb               0.00    10.00    0.00   43.00     0.00 35652.00  1658.23     4.95  135.07    0.00  135.07  23.26 100.00
sdc               0.00    58.00    3.00  349.00    24.00 50170.00   285.19    56.80  165.20  149.33  165.34   2.83  99.60
sdd               0.00    13.00    0.00   51.00     0.00 38304.00  1502.12     6.31  135.06    0.00  135.06  19.53  99.60
sde               0.00    17.00    0.00   57.00     0.00 49492.00  1736.56     8.09  157.61    0.00  157.61  17.47  99.60
sdf               0.00    15.00    0.00   55.00     0.00 44521.50  1618.96     8.12  180.73    0.00  180.73  18.18 100.00
sdg               0.00    31.00    0.00   65.00     0.00 61540.00  1893.54     9.74  166.77    0.00  166.77  15.38 100.00
sdh               0.00    51.00    4.00  369.00    32.00 67251.50   360.77    35.07   97.47  196.00   96.40   2.68 100.00
sdi               0.00    10.00    0.00   42.00     0.00 33084.00  1575.43     5.42  142.00    0.00  142.00  23.81 100.00
sdl               0.00    12.00    2.00   48.00    12.00 38708.00  1548.80     5.91  142.56  184.00  140.83  19.92  99.60
sdj               0.00    13.00    0.00   54.00     0.00 40336.00  1493.93     6.68  137.41    0.00  137.41  18.52 100.00
sdk               0.00    16.00    0.00   45.00     0.00 35964.00  1598.40     7.25  156.62    0.00  156.62  22.22 100.00
sdm               0.00     8.00    0.00   33.00     0.00 28604.00  1733.58     5.10  160.85    0.00  160.85  30.30 100.00
sdo               0.00    55.00    3.00  313.00    24.00 45723.00   289.54    25.90   86.46  181.33   85.55   3.16 100.00
sdn               0.00    21.00    0.00   62.00     0.00 55916.00  1803.74     9.14  182.32    0.00  182.32  16.19 100.40
sdp               0.00    26.00    0.00   73.00     0.00 67136.00  1839.34    10.47  162.58    0.00  162.58  13.75 100.40
sdr               0.00    14.00    0.00   50.00     0.00 35968.00  1438.72     6.10  123.60    0.00  123.60  20.08 100.40
sds               0.00     8.00    0.00   27.00     0.00 22180.00  1642.96     3.33  144.15    0.00  144.15  37.04 100.00
sdt               0.00    76.00    2.00  340.00    16.00 48720.00   285.01    44.13  133.59  170.00  133.38   2.94 100.40
sdq               0.00    14.00    0.00   44.00     0.00 37276.00  1694.36     7.39  199.00    0.00  199.00  22.82 100.40
sdv               0.00    36.00    5.00   78.00    40.00 72804.00  1755.28    11.97  158.07  219.20  154.15  12.10 100.40
sdw               0.00    41.00    0.00  361.00     0.00 22737.50   125.97    44.57  127.91    0.00  127.91   2.78 100.40
sdu               0.00    11.00    0.00   45.00     0.00 33564.00  1491.73     5.44  129.24    0.00  129.24  22.31 100.40
sdy               0.00     6.00    0.00   29.00     0.00 29896.00  2061.79     4.63  190.48    0.00  190.48  34.62 100.40
sdx               0.00     8.00    0.00   46.00     0.00 38480.00  1673.04     6.31  152.00    0.00  152.00  21.83 100.40
sdz               0.00     4.00    0.00    3.00     0.00    24.00    16.00     0.04   10.67    0.00   10.67  12.00   3.60
dm-0              0.00     0.00    0.00    6.00     0.00    40.00    13.33     0.08   11.33    0.00   11.33   6.00   3.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          29.39    0.00   16.92   25.73    0.00   27.96

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    24.00    0.00   84.00     0.00 70852.00  1686.95     3.24   40.19    0.00   40.19  11.62  97.60
sdb               0.00    25.00    0.00   67.00     0.00 64220.00  1917.01     2.10   30.21    0.00   30.21  14.75  98.80
sdc               0.00    18.00    0.00   69.00     0.00 58564.00  1697.51     4.89   58.84    0.00   58.84  14.49 100.00
sdd               0.00    31.00    0.00  100.00     0.00 81728.00  1634.56     4.25   36.76    0.00   36.76   9.84  98.40
sde               0.00    24.00    0.00   70.00     0.00 62196.00  1777.03     2.90   38.51    0.00   38.51  14.06  98.40
sdf               0.00    17.00    0.00   62.00     0.00 49784.00  1605.94     5.47   86.58    0.00   86.58  16.13 100.00
sdg               0.00    38.00    0.00  104.00     0.00 92720.00  1783.08     7.48   74.19    0.00   74.19   9.62 100.00
sdh               0.00    33.00    2.00  294.00    16.00 30100.00   203.49    11.93   35.65   46.00   35.58   3.36  99.60
sdi               0.00    22.00    0.00   81.00     0.00 66076.00  1631.51     3.12   40.10    0.00   40.10  12.30  99.60
sdl               0.00    26.00    0.00   65.00     0.00 67536.00  2078.03     2.73   41.78    0.00   41.78  15.08  98.00
sdj               0.00    25.00    0.00   54.00     0.00 58804.00  2177.93     2.31   43.63    0.00   43.63  17.93  96.80
sdk               0.00    23.00    0.00  103.00     0.00 73824.00  1433.48     4.55   45.40    0.00   45.40   9.71 100.00
sdm               0.00    25.00    0.00   79.00     0.00 69520.00  1760.00     3.05   40.86    0.00   40.86  12.30  97.20
sdo               0.00    14.00    0.00   60.00     0.00 46932.00  1564.40     3.63   59.33    0.00   59.33  16.60  99.60
sdn               0.00    18.00    0.00   79.00     0.00 62096.00  1572.05     3.48   45.62    0.00   45.62  12.46  98.40
sdp               0.00    23.00    0.00   58.00     0.00 59552.00  2053.52     2.11   37.52    0.00   37.52  16.83  97.60
sdr               0.00    25.00    1.00   93.00     8.00 78188.00  1663.74     4.15   42.77   68.00   42.49  10.55  99.20
sds               0.00    21.00    0.00   46.00     0.00 51536.00  2240.70     1.75   37.48    0.00   37.48  21.30  98.00
sdt               0.00    13.00    0.00   35.00     0.00 32372.00  1849.83     4.16   94.06    0.00   94.06  28.34  99.20
sdq               0.00    29.00    0.00   85.00     0.00 81300.00  1912.94     3.94   49.04    0.00   49.04  11.58  98.40
sdv               0.00    38.00    5.00  372.00    40.00 44909.50   238.46     5.45   13.32  119.20   11.89   2.64  99.60
sdw               0.00    13.00    0.00   26.00     0.00 33812.00  2600.92     1.25   43.54    0.00   43.54  37.38  97.20
sdu               0.00    20.00    0.00   71.00     0.00 59916.00  1687.77     2.73   39.04    0.00   39.04  13.75  97.60
sdy               0.00    22.00    0.00   68.00     0.00 61704.00  1814.82     2.22   31.94    0.00   31.94  14.35  97.60
sdx               0.00    24.00    1.00   56.00     8.00 63100.00  2214.32     2.22   39.30   56.00   39.00  16.91  96.40
sdz               0.00    20.00    0.00   12.00     0.00   924.00   154.00     0.12   11.00    0.00   11.00   9.67  11.60
dm-0              0.00     0.00    0.00   31.00     0.00   904.00    58.32     0.30   10.06    0.00   10.06   3.74  11.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          36.22    0.00   18.66   20.11    0.00   25.02

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    26.00    0.00   99.00     0.00 79068.00  1597.33     3.78   39.23    0.00   39.23  10.10 100.00
sdb               0.00    22.00    0.00   93.00     0.00 78140.00  1680.43     4.56   50.41    0.00   50.41  10.75 100.00
sdc               0.00    14.00    0.00   61.00     0.00 48232.00  1581.38     7.49  130.82    0.00  130.82  16.46 100.40
sdd               0.00    19.00    0.00   77.00     0.00 65616.00  1704.31     3.32   50.39    0.00   50.39  12.68  97.60
sde               0.00    23.00    0.00   72.00     0.00 65808.00  1828.00     2.90   42.39    0.00   42.39  13.78  99.20
sdf               0.00    23.00    0.00   81.00     0.00 64944.00  1603.56     3.61   43.26    0.00   43.26  12.35 100.00
sdg               0.00    28.00    0.00   79.00     0.00 72348.00  1831.59     3.98   53.62    0.00   53.62  12.51  98.80
sdh               0.00    13.00    0.00   53.00     0.00 42588.00  1607.09     6.11  141.96    0.00  141.96  18.87 100.00
sdi               0.00    26.00    0.00   83.00     0.00 69980.00  1686.27     3.15   37.35    0.00   37.35  11.76  97.60
sdl               0.00    32.00    0.00   55.00     0.00 51324.00  1866.33     3.18   27.93    0.00   27.93  12.22  67.20
sdj               0.00    55.00    0.00   92.00     0.00 79816.00  1735.13     4.70   44.26    0.00   44.26  10.83  99.60
sdk               0.00    28.00    1.00   89.00     4.00 76720.00  1704.98     4.17   47.38  100.00   46.79  11.02  99.20
sdm               0.00    12.00    0.00   52.00     0.00 45288.00  1741.85     2.08   42.85    0.00   42.85  11.15  58.00
sdo               0.00    15.00    0.00   48.00     0.00 42308.00  1762.83     2.96   67.83    0.00   67.83  20.58  98.80
sdn               0.00    26.00    0.00   72.00     0.00 74216.00  2061.56     3.07   43.00    0.00   43.00  13.28  95.60
sdp               0.00    27.00    0.00   70.00     0.00 69364.00  1981.83     2.18   30.11    0.00   30.11  14.17  99.20
sdr               0.00    26.00    0.00  101.00     0.00 78900.00  1562.38     4.13   41.43    0.00   41.43   9.90 100.00
sds               0.00    13.00    0.00   70.00     0.00 50072.00  1430.63     2.10   30.17    0.00   30.17  10.17  71.20
sdt               0.00    15.00    0.00   53.00     0.00 45704.00  1724.68     4.75  105.81    0.00  105.81  18.87 100.00
sdq               0.00    16.00    0.00   61.00     0.00 47180.00  1546.89     2.14   35.08    0.00   35.08  10.69  65.20
sdv               0.00    18.00    0.00   84.00     0.00 62488.00  1487.81     5.24   72.43    0.00   72.43  12.00 100.80
sdw               0.00    24.00    0.00   63.00     0.00 53352.00  1693.71     4.60   71.81    0.00   71.81  15.81  99.60
sdu               0.00    30.00    0.00   76.00     0.00 58444.00  1538.00     3.88   32.37    0.00   32.37   9.32  70.80
sdy               0.00    15.00    1.00   70.00     4.00 49824.00  1403.61     2.12   30.42   60.00   30.00  10.31  73.20
sdx               0.00    14.00    0.00   54.00     0.00 43536.00  1612.44     1.81   33.56    0.00   33.56  11.56  62.40
sdz               0.00    18.00    0.00   12.00     0.00   560.00    93.33     0.13   11.00    0.00   11.00  11.00  13.20
dm-0              0.00     0.00    0.00   30.00     0.00   560.00    37.33     0.35   11.60    0.00   11.60   4.40  13.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          33.93    0.00   15.60   17.08    0.00   33.39

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    56.00    0.00   37.00     0.00 44336.00  2396.54    39.51  410.59    0.00  410.59  27.03 100.00
sdb               0.00    11.00    0.00   22.00     0.00 20200.00  1836.36     7.87  298.00    0.00  298.00  44.91  98.80
sdc               0.00    16.00    0.00   27.00     0.00 24912.00  1845.33     8.47  289.93    0.00  289.93  36.89  99.60
sdd               0.00     9.00    0.00   27.00     0.00 17596.00  1303.41     6.37  204.74    0.00  204.74  36.89  99.60
sde               0.00    35.00    0.00   31.00     0.00 22540.00  1454.19    13.28  282.58    0.00  282.58  32.13  99.60
sdf               0.00    72.00    0.00   39.00     0.00 38312.00  1964.72    14.97  246.97    0.00  246.97  25.54  99.60
sdg               0.00    18.00    0.00   29.00     0.00 27464.00  1894.07     9.41  296.69    0.00  296.69  34.34  99.60
sdh               0.00     9.00    0.00   28.00     0.00 23808.00  1700.57     9.12  295.29    0.00  295.29  35.71 100.00
sdi               0.00    31.00    0.00   33.00     0.00 38040.00  2305.45    17.36  315.39    0.00  315.39  30.30 100.00
sdl               0.00    22.00    1.00   50.00     8.00 57156.00  2241.73    13.94  256.94  168.00  258.72  19.61 100.00
sdj               0.00    32.00    0.00   64.00     0.00 78976.00  2468.00    20.25  306.12    0.00  306.12  15.62 100.00
sdk               0.00    12.00    0.00   36.00     0.00 33928.00  1884.89     8.75  219.22    0.00  219.22  27.78 100.00
sdm               0.00     8.00    0.00   22.00     0.00 15304.00  1391.27     7.22  280.55    0.00  280.55  45.45 100.00
