Linux 3.13.0-63-generic (dss-storage-3) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.13    0.00    3.70    1.76    0.00   84.41

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdj               0.00     0.00    0.00  151.00     0.00 47992.00   635.66     9.64   54.97    0.00   54.97   6.65 100.40
sdk               0.00     0.00    0.00  131.00     0.00 42848.00   654.17     2.89   19.88    0.00   19.88   3.73  48.80
sdl               0.00     1.00    0.00  175.00     0.00 56572.00   646.54     2.93   12.91    0.00   12.91   3.43  60.00
sdm               0.00     0.00    0.00  123.00     0.00 41764.00   679.09     4.10   31.93    0.00   31.93   6.83  84.00
sdh               0.00     0.00    0.00   83.00     0.00 26108.00   629.11     1.16   13.73    0.00   13.73   3.66  30.40
sdn               0.00     0.00    1.00  137.00     8.00 40196.00   582.67     5.85   36.70  372.00   34.25   4.87  67.20
sdp               0.00     1.00    0.00  137.00     0.00 45908.00   670.19     9.40   65.05    0.00   65.05   7.33 100.40
sdq               0.00     0.00    0.00   49.00     0.00 13480.00   550.20     0.72   14.29    0.00   14.29   6.69  32.80
sdr               0.00     0.00    0.00  133.00     0.00 45708.00   687.34     2.38   17.83    0.00   17.83   2.98  39.60
sds               0.00     0.00    0.00   36.00     0.00  8848.00   491.56     0.20    5.67    0.00    5.67   4.44  16.00
sdt               0.00     0.00    0.00  101.00     0.00 25760.00   510.10     1.32   13.11    0.00   13.11   4.12  41.60
sdu               0.00     1.00    0.00  100.00     0.00 31520.00   630.40     2.33   22.44    0.00   22.44   5.48  54.80
sdw               0.00     1.00    0.00  120.00     0.00 47192.00   786.53    11.41   36.33    0.00   36.33   6.23  74.80
sdv               0.00     0.00    0.00   86.00     0.00 20344.00   473.12     1.14   13.07    0.00   13.07   3.53  30.40
sdx               0.00     0.00    0.00  113.00     0.00 36676.00   649.13     2.27   19.79    0.00   19.79   3.22  36.40
sdy               0.00     2.00    0.00   86.00     0.00 25344.00   589.40     1.32   14.23    0.00   14.23   5.26  45.20
sdo               0.00     0.00    0.00   73.00     0.00 17704.00   485.04     0.42    5.70    0.00    5.70   3.56  26.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          49.44    0.00   30.49    8.48    0.00   11.59

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00  150.00     0.00 50304.00   670.72     2.32   15.52    0.00   15.52   3.76  56.40
sdc               0.00     1.00    0.00  193.00     0.00 70212.00   727.59     7.37   45.66    0.00   45.66   5.16  99.60
sdd               0.00     1.00    0.00  156.00     0.00 51104.00   655.18     3.54   22.15    0.00   22.15   5.13  80.00
sde               0.00     1.00    0.00  178.00     0.00 58104.00   652.85     5.49   32.72    0.00   32.72   5.21  92.80
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     1.00    0.00  216.00     0.00 73504.00   680.59     3.93   18.28    0.00   18.28   3.54  76.40
sdg               0.00     0.00    3.00  198.00    24.00 62436.00   621.49    16.41   59.58  129.33   58.53   4.96  99.60
sdi               0.00     1.00    0.00  203.00     0.00 66076.00   651.00     4.11   19.55    0.00   19.55   3.86  78.40
sdj               0.00     1.00    0.00  194.00     0.00 62584.00   645.20     8.83   53.92    0.00   53.92   5.13  99.60
sdk               0.00     0.00    0.00  158.00     0.00 52636.00   666.28     3.31   23.09    0.00   23.09   3.59  56.80
sdl               0.00     0.00    0.00  173.00     0.00 58304.00   674.03     3.25   21.76    0.00   21.76   3.82  66.00
sdm               0.00     0.00    0.00   61.00     0.00 20640.00   676.72     1.60   33.31    0.00   33.31   6.16  37.60
sdh               0.00     0.00   20.00  210.00   160.00 72756.00   634.05     4.63   20.16   35.60   18.69   4.19  96.40
sdn               0.00     0.00    0.00  194.00     0.00 60688.00   625.65    10.23   53.30    0.00   53.30   5.13  99.60
sdp               0.00     0.00    0.00  280.00     0.00 94692.00   676.37     5.34   21.34    0.00   21.34   3.23  90.40
sdq               0.00     0.00    0.00   99.00     0.00 30784.00   621.90     2.55   20.16    0.00   20.16   5.41  53.60
sdr               0.00     0.00    0.00  170.00     0.00 58300.00   685.88     2.39   14.09    0.00   14.09   3.60  61.20
sds               0.00     0.00    0.00   81.00     0.00 25876.00   638.91     1.08   13.28    0.00   13.28   4.64  37.60
sdt               0.00     3.00    0.00  196.00     0.00 59516.00   607.31     7.45   30.53    0.00   30.53   4.55  89.20
sdu               0.00     0.00    1.00  101.00     8.00 34800.00   682.51     1.96   20.00   20.00   20.00   5.02  51.20
sdw               0.00    80.00    8.00  672.00    64.00 43233.50   127.35    18.34   37.70   59.00   37.45   1.35  91.60
sdv               0.00     3.00    0.00  173.00     0.00 57556.00   665.39     4.92   28.14    0.00   28.14   5.62  97.20
sdx               0.00     0.00    0.00  138.00     0.00 50260.00   728.41     2.78   24.23    0.00   24.23   3.94  54.40
sdy               0.00     1.00    0.00  134.00     0.00 45400.00   677.61     3.00   20.57    0.00   20.57   5.13  68.80
sdo               0.00    62.00    8.00  679.00    60.00 62587.50   182.38     9.49   13.52   81.50   12.72   1.46 100.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          52.43    0.00   31.84    6.93    0.00    8.79

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00  204.00     0.00 66456.00   651.53     3.78   15.29    0.00   15.29   3.14  64.00
sdc               0.00     0.00    0.00  125.00     0.00 42556.00   680.90     5.77   44.77    0.00   44.77   7.90  98.80
sdd               0.00     0.00    0.00   95.00     0.00 28392.00   597.73     3.85   23.96    0.00   23.96   3.79  36.00
sde               0.00     0.00    0.00  130.00     0.00 43124.00   663.45     4.66   34.58    0.00   34.58   7.08  92.00
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    1.00  121.00     8.00 41108.00   674.03     3.10   20.72   28.00   20.66   3.44  42.00
sdg               0.00    52.00    9.00  501.00    72.00 48437.50   190.23     8.32   25.70  176.00   23.00   1.96 100.00
sdi               0.00     1.00    0.00  200.00     0.00 67320.00   673.20     3.65   19.38    0.00   19.38   3.56  71.20
sdj               0.00     0.00    0.00  180.00     0.00 59564.00   661.82    11.64   62.33    0.00   62.33   5.56 100.00
sdk               0.00     4.00    0.00  275.00     0.00 102044.00   742.14    18.59   66.66    0.00   66.66   3.40  93.60
sdl               0.00     0.00    0.00  167.00     0.00 58568.00   701.41     3.38   20.98    0.00   20.98   3.71  62.00
sdm               0.00     1.00    0.00  182.00     0.00 61004.00   670.37     8.55   39.43    0.00   39.43   4.64  84.40
sdh               0.00   128.00    3.00  832.00    24.00 78807.00   188.82     6.55    7.66   34.67    7.56   1.17  98.00
sdn               0.00     0.00    1.00  161.00     8.00 48720.00   601.58     9.00   44.74  592.00   41.34   6.20 100.40
sdp               0.00     0.00    0.00  264.00     0.00 90620.00   686.52     6.08   24.09    0.00   24.09   3.42  90.40
sdq               0.00     0.00    0.00  109.00     0.00 37124.00   681.17     2.59   28.26    0.00   28.26   5.28  57.60
sdr               0.00     2.00    0.00  206.00     0.00 78488.00   762.02    24.19  117.38    0.00  117.38   3.53  72.80
sds               0.00     0.00    0.00   30.00     0.00  9048.00   603.20     0.52   17.47    0.00   17.47   4.93  14.80
sdt               0.00     0.00    0.00  149.00     0.00 52328.00   702.39     9.18   62.90    0.00   62.90   6.66  99.20
sdu               0.00     0.00    2.00  145.00    16.00 47020.00   639.95     5.57   37.33   26.00   37.49   6.10  89.60
sdw               0.00     0.00    0.00  102.00     0.00 25500.00   500.00     1.17   11.10    0.00   11.10   5.57  56.80
sdv               0.00     0.00    2.00  128.00    16.00 42688.00   656.98     6.21   43.38  122.00   42.16   6.92  90.00
sdx               0.00     0.00    0.00  212.00     0.00 70788.00   667.81     4.69   20.19    0.00   20.19   3.62  76.80
sdy               0.00     1.00    0.00  158.00     0.00 50276.00   636.41     6.95   40.99    0.00   40.99   5.62  88.80
sdo               0.00     0.00    0.00  161.00     0.00 53268.00   661.71     8.46   49.57    0.00   49.57   6.21 100.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          47.13    0.00   29.76   12.78    0.00   10.33

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     1.00    0.00  251.00     0.00 95516.00   761.08    22.16   65.90    0.00   65.90   3.71  93.20
sdc               0.00     0.00    0.00  206.00     0.00 73524.00   713.83    22.70   56.37    0.00   56.37   4.87 100.40
sdd               0.00     0.00    0.00  148.00     0.00 52392.00   708.00     8.39   66.86    0.00   66.86   6.62  98.00
sde               0.00     1.00    0.00  114.00     0.00 34364.00   602.88     2.22   19.61    0.00   19.61   5.68  64.80
sda               0.00     5.00    0.00    2.00     0.00    28.00    28.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  194.00     0.00 73960.00   762.47     7.38   40.99    0.00   40.99   4.87  94.40
sdg               0.00     0.00    0.00  147.00     0.00 49556.00   674.23    11.76   65.20    0.00   65.20   6.83 100.40
sdi               0.00     0.00    0.00  145.00     0.00 44484.00   613.57     2.44   15.45    0.00   15.45   3.42  49.60
sdj               0.00     0.00    0.00  159.00     0.00 46156.00   580.58    10.92   59.90    0.00   59.90   6.31 100.40
sdk               0.00     1.00    1.00  197.00     8.00 56584.00   571.64     3.42   16.71   12.00   16.73   3.78  74.80
sdl               0.00     0.00    1.00  232.00     8.00 78484.00   673.75     4.92   21.18    0.00   21.28   3.61  84.00
sdm               0.00     0.00    1.00  207.00     8.00 73288.00   704.77    14.20   74.04  392.00   72.50   4.83 100.40
sdh               0.00     2.00    2.00  192.00    16.00 62740.00   646.97     6.16   31.71   94.00   31.06   4.37  84.80
sdn               0.00     0.00    0.00  145.00     0.00 44612.00   615.34     9.60   79.01    0.00   79.01   6.90 100.00
sdp               0.00     0.00    0.00  200.00     0.00 69368.00   693.68     4.80   22.98    0.00   22.98   4.44  88.80
sdq               0.00     0.00    1.00   78.00     8.00 26580.00   673.11     2.20   28.91   36.00   28.82   6.73  53.20
sdr               0.00     0.00    0.00   57.00     0.00 14300.00   501.75     0.78   13.82    0.00   13.82   5.68  32.40
sds               0.00     0.00    0.00   14.00     0.00  3128.00   446.86     0.06    4.29    0.00    4.29   4.29   6.00
sdt               0.00     0.00    0.00  172.00     0.00 57548.00   669.16    13.92   77.98    0.00   77.98   5.81 100.00
sdu               0.00     0.00    0.00  144.00     0.00 50596.00   702.72     6.53   44.31    0.00   44.31   6.64  95.60
sdw               0.00     0.00    0.00   85.00     0.00 26152.00   615.34     2.93   31.25    0.00   31.25   8.19  69.60
sdv               0.00     0.00    5.00  164.00    40.00 49948.00   591.57    10.13   59.38  206.40   54.90   5.92 100.00
sdx               0.00     0.00    0.00  216.00     0.00 77120.00   714.07     5.60   27.07    0.00   27.07   3.78  81.60
sdy               0.00     0.00    0.00  147.00     0.00 50424.00   686.04    10.01   65.61    0.00   65.61   6.78  99.60
sdo               0.00     0.00    0.00  150.00     0.00 51756.00   690.08    10.11   65.81    0.00   65.81   6.67 100.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          31.44    0.00   19.95   25.50    0.00   23.11

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     2.00    0.00  198.00     0.00 62676.00   633.09     6.24   62.77    0.00   62.77   3.92  77.60
sdc               0.00     0.00    0.00  136.00     0.00 61560.00   905.29    85.06  483.97    0.00  483.97   7.35 100.00
sdd               0.00     0.00    1.00  144.00     8.00 51288.00   707.53     7.99   46.68   16.00   46.89   6.84  99.20
sde               0.00     0.00    1.00  146.00     8.00 46756.00   636.24     5.42   34.39  184.00   33.37   6.67  98.00
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  186.00     0.00 58676.00   630.92     3.18   13.91    0.00   13.91   3.57  66.40
sdg               0.00     0.00    0.00  145.00     0.00 47380.00   653.52     9.38   66.59    0.00   66.59   6.90 100.00
sdi               0.00     0.00    0.00  185.00     0.00 62660.00   677.41     3.52   20.02    0.00   20.02   3.81  70.40
sdj               0.00     1.00    0.00  167.00     0.00 59648.00   714.35     9.41   63.02    0.00   63.02   5.92  98.80
sdk               0.00     0.00    1.00  115.00     8.00 41700.00   719.10     2.79   28.59   24.00   28.63   5.34  62.00
sdl               0.00     0.00    0.00  109.00     0.00 38656.00   709.28     3.15   28.99    0.00   28.99   4.99  54.40
sdm               0.00     0.00    0.00  144.00     0.00 42684.00   592.83     6.54   46.28    0.00   46.28   6.92  99.60
sdh               0.00     6.00    0.00  214.00     0.00 90064.00   841.72    25.54  113.74    0.00  113.74   4.65  99.60
sdn               0.00     0.00    0.00  174.00     0.00 56588.00   650.44    12.06   64.64    0.00   64.64   5.75 100.00
sdp               0.00     0.00    0.00  184.00     0.00 73208.00   795.74    23.97  117.43    0.00  117.43   4.04  74.40
sdq               0.00     0.00    0.00  158.00     0.00 51640.00   653.67     5.28   30.76    0.00   30.76   5.87  92.80
sdr               0.00     2.00    0.00  138.00     0.00 36608.00   530.55     1.69    9.54    0.00    9.54   2.49  34.40
sds               0.00     0.00    1.00  141.00     8.00 47980.00   675.89     4.51   31.77   52.00   31.63   6.56  93.20
sdt               0.00    49.00    6.00  399.00    48.00 48487.50   239.68     7.28   21.14  146.00   19.26   2.46  99.60
sdu               0.00     1.00    0.00   35.00     0.00 12360.00   706.29     1.54   40.34    0.00   40.34   7.31  25.60
sdw               0.00     0.00    0.00   94.00     0.00 31288.00   665.70     6.98   63.11    0.00   63.11  10.55  99.20
sdv               0.00    55.00   15.00  560.00   120.00 44002.00   153.47     7.60   12.16   60.27   10.87   1.74 100.00
sdx               0.00     0.00    0.00   94.00     0.00 29940.00   637.02     1.38   16.09    0.00   16.09   3.87  36.40
sdy               0.00     0.00    0.00  119.00     0.00 42748.00   718.45     6.50   62.89    0.00   62.89   8.27  98.40
sdo               0.00    64.00    5.00  379.00    40.00 42300.00   220.52     9.72   22.48  132.00   21.03   2.60 100.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           9.62    0.00    7.90   26.32    0.00   56.16

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   52.00     0.00 15524.00   597.08     1.26   18.54    0.00   18.54   4.46  23.20
sdc               0.00     5.00    0.00  119.00     0.00 46660.00   784.20    16.62  377.41    0.00  377.41   8.44 100.40
sdd               0.00     0.00    0.00   68.00     0.00 28800.00   847.06     3.08   65.41    0.00   65.41   7.82  53.20
sde               0.00     0.00    0.00   56.00     0.00 19824.00   708.00     1.62   37.86    0.00   37.86   5.86  32.80
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   69.00     0.00 25480.00   738.55     1.31   27.48    0.00   27.48   4.06  28.00
sdg               0.00     0.00    0.00   93.00     0.00 32212.00   692.73     6.57   87.40    0.00   87.40  10.71  99.60
sdi               0.00     0.00    0.00   51.00     0.00 16512.00   647.53     0.79   15.76    0.00   15.76   3.22  16.40
sdj               0.00     0.00    0.00   99.00     0.00 32512.00   656.81     6.35   71.43    0.00   71.43  10.06  99.60
sdk               0.00   139.00   16.00  465.00   128.00  4330.00    18.54     0.36    0.77   16.75    0.22   0.55  26.40
sdl               0.00     0.00    0.00  126.00     0.00 55188.00   876.00    16.22  128.70    0.00  128.70   4.70  59.20
sdm               0.00     0.00    0.00  117.00     0.00 48780.00   833.85     5.22   37.78    0.00   37.78   8.44  98.80
sdh               0.00     0.00    0.00   16.00     0.00  4144.00   518.00     0.73  130.25    0.00  130.25  12.25  19.60
sdn               0.00     0.00    0.00  121.00     0.00 47812.00   790.28     8.64   77.39    0.00   77.39   8.20  99.20
sdp               0.00     1.00    4.00  128.00    32.00 41700.00   632.30     5.46   60.33   70.00   60.03   4.79  63.20
sdq               0.00     0.00    0.00    8.00     0.00  3840.00   960.00     0.49  114.00    0.00  114.00  13.00  10.40
sdr               0.00   120.00   15.00  693.00   120.00 29971.50    85.00     2.89    4.49   23.73    4.07   0.72  50.80
sds               0.00     0.00    0.00   12.00     0.00  2608.00   434.67     0.04    3.00    0.00    3.00   3.00   3.60
sdt               0.00     0.00    0.00   61.00     0.00 25156.00   824.79     5.79  100.79    0.00  100.79  16.33  99.60
sdu               0.00     0.00    0.00    4.00     0.00  2048.00  1024.00     0.17  132.00    0.00  132.00  15.00   6.00
sdw               0.00     0.00    0.00   67.00     0.00 22016.00   657.19     9.10   90.69    0.00   90.69  14.93 100.00
sdv               0.00     0.00    0.00   53.00     0.00 20556.00   775.70     6.54  143.85    0.00  143.85  18.94 100.40
sdx               0.00     4.00    0.00  130.00     0.00 57328.00   881.97    15.91  122.55    0.00  122.55   5.38  70.00
sdy               0.00     0.00    0.00   59.00     0.00 28160.00   954.58     2.04   37.83    0.00   37.83   8.20  48.40
sdo               0.00     1.00    0.00   48.00     0.00 19484.00   811.83     4.49  131.58    0.00  131.58  20.75  99.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           6.45    0.00    6.40   20.29    0.00   66.85

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   78.00     0.00 27816.00   713.23     1.31   21.08    0.00   21.08   3.90  30.40
sdc               0.00     0.00    0.00   24.00     0.00 10256.00   854.67     2.26  192.33    0.00  192.33  10.33  24.80
sdd               0.00     0.00    0.00    8.00     0.00  1816.00   454.00     0.02    3.00    0.00    3.00   2.50   2.00
sde               0.00     0.00    0.00   67.00     0.00 22452.00   670.21     2.21   33.13    0.00   33.13   5.43  36.40
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     1.00    0.00   49.00     0.00 21096.00   861.06     8.53   40.82    0.00   40.82   4.33  21.20
sdg               0.00     1.00    0.00  136.00     0.00 65580.00   964.41    27.46   55.94    0.00   55.94   7.24  98.40
sdi               0.00     2.00    0.00  121.00     0.00 53140.00   878.35    13.86  114.51    0.00  114.51   4.36  52.80
sdj               0.00     1.00    0.00  187.00     0.00 82396.00   881.24   114.43  188.34    0.00  188.34   5.33  99.60
sdk               0.00     0.00    0.00   48.00     0.00 13976.00   582.33     0.38    6.83    0.00    6.83   1.67   8.00
sdl               0.00     0.00    0.00   29.00     0.00  7816.00   539.03     0.50   17.24    0.00   17.24   2.76   8.00
sdm               0.00     0.00    0.00  130.00     0.00 55692.00   856.80     7.60   63.23    0.00   63.23   7.51  97.60
sdh               0.00     0.00    0.00   22.00     0.00  5716.00   519.64     0.05    3.45    0.00    3.45   1.64   3.60
sdn               0.00     0.00   10.00  147.00    80.00 67152.00   856.46    63.65   93.07   73.60   94.39   6.34  99.60
sdp               0.00     1.00    0.00   51.00     0.00 15784.00   618.98     0.71   15.06    0.00   15.06   3.61  18.40
sdq               0.00     0.00    0.00    1.00     0.00     8.00    16.00     0.00    0.00    0.00    0.00   0.00   0.00
sdr               0.00     0.00    0.00   10.00     0.00  4360.00   872.00     0.21   29.60    0.00   29.60   4.40   4.40
sds               0.00     0.00    0.00   56.00     0.00 18076.00   645.57     2.23   39.86    0.00   39.86   5.79  32.40
sdt               0.00     0.00    0.00   98.00     0.00 46856.00   956.24     4.67   47.80    0.00   47.80   9.92  97.20
sdu               0.00     0.00    1.00   16.00     8.00  5916.00   696.94     0.28   16.71   12.00   17.00   5.41   9.20
sdw               0.00     0.00    0.00   79.00     0.00 34904.00   883.65     4.00  106.73    0.00  106.73   8.61  68.00
sdv               0.00     0.00    0.00   73.00     0.00 26008.00   712.55     2.21   33.48    0.00   33.48   6.19  45.20
sdx               0.00     0.00    0.00    2.00     0.00     8.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdy               0.00     0.00    0.00   38.00     0.00 10624.00   559.16     0.97   23.37    0.00   23.37   5.68  21.60
sdo               0.00     0.00    0.00   80.00     0.00 33108.00   827.70     3.13   41.50    0.00   41.50   8.15  65.20
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          25.47    0.00   17.91   18.92    0.00   37.70

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     1.00    0.00  260.00     0.00 86520.00   665.54     6.66   23.77    0.00   23.77   3.46  90.00
sdc               0.00     0.00    0.00   57.00     0.00 13052.00   457.96     0.93   12.91    0.00   12.91   4.84  27.60
sdd               0.00     0.00    0.00  115.00     0.00 31660.00   550.61     2.78   13.22    0.00   13.22   4.21  48.40
sde               0.00     0.00    0.00  121.00     0.00 36196.00   598.28     4.18   34.05    0.00   34.05   6.02  72.80
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     1.00    0.00  116.00     0.00 43776.00   754.76     8.51  129.62    0.00  129.62   4.21  48.80
sdg               0.00     0.00    0.00  116.00     0.00 55208.00   951.86    66.36  608.17    0.00  608.17   8.62 100.00
sdi               0.00     0.00    1.00   68.00     8.00 16920.00   490.67     0.72   10.55   24.00   10.35   3.71  25.60
sdj               0.00     0.00    0.00  114.00     0.00 57856.00  1015.02    95.20 1097.68    0.00 1097.68   8.77 100.00
sdk               0.00     0.00    0.00  122.00     0.00 43564.00   714.16     3.97   30.85    0.00   30.85   5.41  66.00
sdl               0.00     0.00    0.00   99.00     0.00 24992.00   504.89     0.79    7.92    0.00    7.92   2.59  25.60
sdm               0.00     0.00    0.00  143.00     0.00 49244.00   688.73     8.01   48.73    0.00   48.73   6.97  99.60
sdh               0.00     0.00    2.00   73.00    16.00 20036.00   534.72     1.90   25.01   32.00   24.82   8.59  64.40
sdn               0.00     0.00    1.00  134.00     8.00 63308.00   938.01   137.14  722.19 1148.00  719.01   7.41 100.00
sdp               0.00     2.00    0.00  193.00     0.00 69968.00   725.06     5.64   27.94    0.00   27.94   4.39  84.80
sdq               0.00     0.00    1.00  121.00     8.00 53148.00   871.41    34.22  258.66  104.00  259.93   6.85  83.60
sdr               0.00     0.00    0.00   32.00     0.00  8056.00   503.50     0.88   13.38    0.00   13.38   8.38  26.80
sds               0.00     0.00    0.00   87.00     0.00 28384.00   652.51     2.09   24.09    0.00   24.09   5.70  49.60
sdt               0.00     1.00    0.00  113.00     0.00 44980.00   796.11    16.78   58.05    0.00   58.05   6.44  72.80
sdu               0.00     1.00    0.00  109.00     0.00 33600.00   616.51     1.86   16.59    0.00   16.59   4.92  53.60
sdw               0.00     0.00    0.00   75.00     0.00 20492.00   546.45     3.82   41.60    0.00   41.60   6.08  45.60
sdv               0.00     0.00    0.00  176.00     0.00 57112.00   649.00     5.43   28.86    0.00   28.86   5.52  97.20
sdx               0.00     0.00    1.00   42.00     4.00  9636.00   448.37     0.17    3.91   24.00    3.43   3.16  13.60
sdy               0.00     0.00    0.00   71.00     0.00 24224.00   682.37     3.51   50.59    0.00   50.59   8.17  58.00
sdo               0.00     0.00    0.00  135.00     0.00 43680.00   647.11     7.11   48.12    0.00   48.12   7.35  99.20
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          33.28    0.00   24.81   16.96    0.00   24.95

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    1.00  194.00     8.00 63092.00   647.18     5.98   32.04   60.00   31.90   4.29  83.60
sdc               0.00     0.00    0.00   12.00     0.00  4128.00   688.00     0.14   27.67    0.00   27.67   4.67   5.60
sdd               0.00     0.00    1.00  163.00     8.00 56248.00   686.05     8.40   57.80   24.00   58.01   6.10 100.00
sde               0.00     4.00    0.00  164.00     0.00 69092.00   842.59    28.82  155.49    0.00  155.49   5.90  96.80
sda               0.00     2.00    0.00    2.00     0.00    16.00    16.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   71.00     0.00 17436.00   491.15     0.34    4.90    0.00    4.90   3.04  21.60
sdg               0.00     1.00    0.00  201.00     0.00 75328.00   749.53    24.31  184.08    0.00  184.08   5.00 100.40
sdi               0.00     0.00    1.00   74.00     8.00 17992.00   480.00     0.38    4.69   24.00    4.43   2.35  17.60
sdj               0.00     0.00    0.00  166.00     0.00 58304.00   702.46    14.49  365.57    0.00  365.57   6.05 100.40
sdk               0.00     0.00    0.00   59.00     0.00 16828.00   570.44     2.94   51.19    0.00   51.19  12.61  74.40
sdl               0.00     2.00    0.00  166.00     0.00 50904.00   613.30     2.05   11.61    0.00   11.61   3.28  54.40
sdm               0.00     0.00    0.00  113.00     0.00 46348.00   820.32     9.61   95.61    0.00   95.61   8.85 100.00
sdh               0.00    37.00    3.00  340.00    24.00 43673.00   254.79     6.12   16.92   48.00   16.65   2.83  97.20
sdn               0.00     0.00    1.00  150.00     8.00 64128.00   849.48    63.73  909.17  948.00  908.91   6.65 100.40
sdp               0.00     1.00    0.00  200.00     0.00 68964.00   689.64     8.70   39.00    0.00   39.00   4.98  99.60
sdq               0.00    68.00    6.00  541.00    48.00 27427.00   100.46     3.79   11.82  117.33   10.65   1.30  71.20
sdr               0.00     0.00    0.00  114.00     0.00 39952.00   700.91     4.61   44.42    0.00   44.42   7.79  88.80
sds               0.00     2.00    0.00  113.00     0.00 48460.00   857.70    21.00  177.06    0.00  177.06   5.98  67.60
