Linux 3.13.0-63-generic (dss-storage-3) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.13    0.00    3.70    1.76    0.00   84.41

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdi               0.00     1.00    0.00  128.00     0.00 53576.00   837.12    11.10   86.69    0.00   86.69   3.44  44.00
sdj               0.00     0.00    1.00  118.00     8.00 42988.00   722.62     5.18   52.03  180.00   50.95   8.27  98.40
sdk               0.00    64.00   16.00  528.00   128.00 55416.50   204.21     6.06   11.42   49.00   10.28   1.42  77.20
sdl               0.00     0.00    0.00  131.00     0.00 40416.00   617.04     2.55   52.95    0.00   52.95   3.30  43.20
sdm               0.00     0.00    1.00   94.00     8.00 28692.00   604.21     2.53   25.52   24.00   25.53   5.52  52.40
sdh               0.00     0.00    0.00   17.00     0.00  4164.00   489.88     0.07    4.00    0.00    4.00   3.06   5.20
sdn               0.00     3.00    4.00  102.00    32.00 37036.00   699.40     5.34   59.36   45.00   59.92   9.40  99.60
sdp               0.00     0.00    0.00   38.00     0.00  9876.00   519.79     0.29    7.89    0.00    7.89   3.37  12.80
sdq               0.00     1.00    0.00  124.00     0.00 56832.00   916.65    30.30  245.45    0.00  245.45   8.06 100.00
sdr               0.00   108.00    5.00  457.00    40.00 31512.50   136.59     1.29    2.80   13.60    2.68   0.72  33.20
sds               0.00     0.00    0.00   83.00     0.00 33640.00   810.60     3.01   39.71    0.00   39.71   8.43  70.00
sdt               0.00     1.00    0.00   81.00     0.00 31808.00   785.38    19.56   98.72    0.00   98.72   6.12  49.60
sdu               0.00     0.00    0.00  118.00     0.00 42260.00   716.27     3.70   32.92    0.00   32.92   6.20  73.20
sdw               0.00     1.00    0.00   89.00     0.00 35436.00   796.31     2.86   55.19    0.00   55.19   7.82  69.60
sdv               0.00     0.00    0.00  145.00     0.00 51336.00   708.08     6.52   45.96    0.00   45.96   6.90 100.00
sdx               0.00     3.00    1.00   98.00     8.00 25932.00   524.04     0.70    7.11    0.00    7.18   3.07  30.40
sdy               0.00     0.00    1.00  102.00     8.00 33032.00   641.55     4.62   44.89  104.00   44.31   6.06  62.40
sdo               0.00     0.00    0.00  114.00     0.00 37204.00   652.70     4.48   36.04    0.00   36.04   5.93  67.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           6.21    0.00    4.53   22.43    0.00   66.82

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   57.00     0.00 18592.00   652.35     0.69   12.14    0.00   12.14   3.16  18.00
sdc               0.00     0.00    0.00   34.00     0.00 12356.00   726.82     1.02   33.18    0.00   33.18   7.18  24.40
sdd               0.00     1.00    0.00  172.00     0.00 81684.00   949.81    62.23   81.19    0.00   81.19   5.72  98.40
sde               0.00     0.00    0.00   99.00     0.00 41224.00   832.81    26.12  216.28    0.00  216.28   6.99  69.20
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     1.00    0.00   99.00     0.00 46120.00   931.72    13.92  140.61    0.00  140.61   4.48  44.40
sdg               0.00     0.00    0.00   22.00     0.00  3192.00   290.18     1.32    8.18    0.00    8.18  12.55  27.60
sdi               0.00     0.00    0.00   61.00     0.00 15092.00   494.82     0.15    2.43    0.00    2.43   1.77  10.80
sdj               0.00     0.00    0.00   40.00     0.00 14668.00   733.40     1.26   34.00    0.00   34.00   7.50  30.00
sdk               0.00     0.00    0.00   41.00     0.00 13916.00   678.83     0.63   15.32    0.00   15.32   3.61  14.80
sdl               0.00     0.00    0.00   10.00     0.00  2600.00   520.00     0.04    3.60    0.00    3.60   2.80   2.80
sdm               0.00     0.00    0.00   22.00     0.00  7984.00   725.82     0.63   33.45    0.00   33.45   6.00  13.20
sdh               0.00     0.00    0.00   17.00     0.00  3656.00   430.12     0.07    1.88    0.00    1.88   4.24   7.20
sdn               0.00   103.00   11.00  630.00    88.00 43185.50   135.02     6.82    7.90   64.00    6.92   1.56 100.00
sdp               0.00     0.00    0.00    6.00     0.00  1560.00   520.00     0.02    4.00    0.00    4.00   3.33   2.00
sdq               0.00     1.00    0.00   19.00     0.00  7180.00   755.79     1.08   58.32    0.00   58.32   9.05  17.20
sdr               0.00     0.00    0.00   52.00     0.00 16524.00   635.54     0.92   17.77    0.00   17.77   4.23  22.00
sds               0.00     0.00    0.00   76.00     0.00 34452.00   906.63    15.16   80.95    0.00   80.95   7.47  56.80
sdt               0.00     1.00    0.00  103.00     0.00 42204.00   819.50    13.09  202.99    0.00  202.99   9.67  99.60
sdu               0.00     0.00    0.00   45.00     0.00 15988.00   710.58     1.31   29.16    0.00   29.16   5.16  23.20
sdw               0.00     0.00    0.00   79.00     0.00 26060.00   659.75     2.25   26.63    0.00   26.63   6.84  54.00
sdv               0.00     0.00    0.00   92.00     0.00 40516.00   880.78     5.38   56.13    0.00   56.13  10.78  99.20
sdx               0.00     0.00    0.00   30.00     0.00  9044.00   602.93     0.52   17.33    0.00   17.33   3.47  10.40
sdy               0.00     0.00    0.00   54.00     0.00 17556.00   650.22     1.41   26.07    0.00   26.07   5.33  28.80
sdo               0.00     1.00    0.00   58.00     0.00 21888.00   754.76     2.90   53.93    0.00   53.93  10.21  59.20
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           6.27    0.00    5.07   22.80    0.00   65.87

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   27.00     0.00  9036.00   669.33     0.40   14.81    0.00   14.81   3.26   8.80
sdc               0.00     0.00    0.00   26.00     0.00  6492.00   499.38     0.39    7.54    0.00    7.54   3.85  10.00
sdd               0.00     0.00    0.00  132.00     0.00 61268.00   928.30   127.38  745.67    0.00  745.67   7.58 100.00
sde               0.00     0.00    0.00   70.00     0.00 20688.00   591.09     2.60  104.34    0.00  104.34   6.34  44.40
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00    9.00     0.00  2084.00   463.11     0.02    2.67    0.00    2.67   2.67   2.40
sdg               0.00     0.00    0.00   33.00     0.00 10364.00   628.12     3.90  145.33    0.00  145.33  21.09  69.60
sdi               0.00     0.00    0.00   17.00     0.00  4164.00   489.88     0.25   14.82    0.00   14.82   2.82   4.80
sdj               0.00     0.00    0.00    3.00     0.00   776.00   517.33     0.14   45.33    0.00   45.33  45.33  13.60
sdk               0.00     0.00    0.00   40.00     0.00  9624.00   481.20     2.03   40.40    0.00   40.40   8.80  35.20
sdl               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdm               0.00     0.00    0.00  101.00     0.00 33280.00   659.01     3.70   36.59    0.00   36.59   6.22  62.80
sdh               0.00     1.00    9.00   53.00    72.00 16784.00   543.74     0.93   13.42   11.56   13.74   4.71  29.20
sdn               0.00     0.00    0.00   69.00     0.00 17184.00   498.09     9.35   32.12    0.00   32.12  14.49 100.00
sdp               0.00     1.00    0.00   47.00     0.00 12196.00   518.98     0.40    8.43    0.00    8.43   3.74  17.60
sdq               0.00    89.00    2.00  310.00    16.00  5206.00    33.47     0.14    0.45   16.00    0.35   0.27   8.40
sdr               0.00     0.00    0.00   78.00     0.00 27104.00   694.97     4.96   63.54    0.00   63.54   9.49  74.00
sds               0.00     1.00    0.00   45.00     0.00 19492.00   866.31     4.37  297.96    0.00  297.96   9.60  43.20
sdt               0.00     0.00    0.00   47.00     0.00 12960.00   551.49     5.37  192.85    0.00  192.85  20.85  98.00
sdu               0.00     1.00    0.00  105.00     0.00 47700.00   908.57    19.74  188.00    0.00  188.00   7.89  82.80
sdw               0.00     0.00    0.00    9.00     0.00  2592.00   576.00     0.57   80.00    0.00   80.00  57.33  51.60
sdv               0.00     0.00    0.00  121.00     0.00 50552.00   835.57     5.38   36.43    0.00   36.43   8.13  98.40
sdx               0.00     1.00    0.00   60.00     0.00 19128.00   637.60     1.48   21.47    0.00   21.47   4.53  27.20
sdy               0.00     0.00    0.00    6.00     0.00  1560.00   520.00     0.04    6.00    0.00    6.00   6.00   3.60
sdo               0.00     0.00    0.00   98.00     0.00 44832.00   914.94    24.75  253.96    0.00  253.96  10.16  99.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          14.31    0.00   10.56   16.12    0.00   59.01

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   43.00     0.00 13684.00   636.47     0.52   12.00    0.00   12.00   4.00  17.20
sdc               0.00     0.00    0.00   86.00     0.00 28880.00   671.63     2.78   34.60    0.00   34.60   6.56  56.40
sdd               0.00     0.00    0.00  109.00     0.00 50860.00   933.21    40.49  973.03    0.00  973.03   9.17 100.00
sde               0.00     0.00    0.00   33.00     0.00  6788.00   411.39     0.65   19.64    0.00   19.64   5.21  17.20
sda               0.00     5.00    0.00    2.00     0.00    28.00    28.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   99.00     0.00 24712.00   499.23     0.46    4.69    0.00    4.69   1.90  18.80
sdg               0.00     0.00    0.00   84.00     0.00 24356.00   579.90     1.93   25.90    0.00   25.90   5.57  46.80
sdi               0.00     0.00    0.00   40.00     0.00  9380.00   469.00     0.32    8.00    0.00    8.00   3.40  13.60
sdj               0.00     0.00    0.00   77.00     0.00 24048.00   624.62     3.12   33.19    0.00   33.19   6.39  49.20
sdk               0.00     0.00    0.00   91.00     0.00 31028.00   681.93     4.76   47.47    0.00   47.47   7.78  70.80
sdl               0.00     0.00    0.00   44.00     0.00 12684.00   576.55     0.90   20.55    0.00   20.55   4.27  18.80
sdm               0.00     1.00    0.00  145.00     0.00 58704.00   809.71    22.60  142.90    0.00  142.90   5.96  86.40
sdh               0.00   133.00    5.00  465.00    40.00  3770.50    16.21     3.56    0.71   27.20    0.42   1.00  47.20
sdn               0.00     1.00    0.00   96.00     0.00 34748.00   723.92     6.62  155.29    0.00  155.29  10.42 100.00
sdp               0.00     0.00    0.00   86.00     0.00 28384.00   660.09     1.81   20.70    0.00   20.70   3.72  32.00
sdq               0.00     0.00    0.00   31.00     0.00  7292.00   470.45     1.83   59.10    0.00   59.10  17.55  54.40
sdr               0.00     0.00    0.00   98.00     0.00 31264.00   638.04     3.11   30.61    0.00   30.61   5.35  52.40
sds               0.00     0.00    0.00   30.00     0.00  6516.00   434.40     0.14    4.80    0.00    4.80   2.00   6.00
sdt               0.00     0.00    0.00   59.00     0.00 16648.00   564.34     2.50   43.12    0.00   43.12   9.49  56.00
sdu               0.00     1.00    1.00   57.00     8.00 14032.00   484.14     0.27    4.69   40.00    4.07   2.90  16.80
sdw               0.00     0.00    0.00   96.00     0.00 31472.00   655.67     2.53   26.38    0.00   26.38   5.29  50.80
sdv               0.00     0.00    0.00  148.00     0.00 51280.00   692.97     7.12   55.95    0.00   55.95   6.70  99.20
sdx               0.00     0.00    0.00  112.00     0.00 35908.00   641.21     2.64   20.00    0.00   20.00   4.07  45.60
sdy               0.00     1.00    0.00   88.00     0.00 35632.00   809.82    18.68   73.23    0.00   73.23   5.14  45.20
sdo               0.00     2.00    0.00   55.00     0.00 13024.00   473.60     2.52   33.53    0.00   33.53  15.49  85.20
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          17.29    0.00   12.22   11.48    0.00   59.01

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   46.00     0.00 16244.00   706.26     0.99   20.61    0.00   20.61   4.70  21.60
sdc               0.00     0.00    0.00   30.00     0.00  9560.00   637.33     0.48   15.87    0.00   15.87   4.53  13.60
sdd               0.00     2.00    0.00   79.00     0.00 22556.00   571.04     4.15  195.80    0.00  195.80   8.15  64.40
sde               0.00     0.00    0.00   29.00     0.00  5764.00   397.52     0.23    7.17    0.00    7.17   3.17   9.20
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   49.00     0.00 11980.00   488.98     0.27    5.47    0.00    5.47   2.29  11.20
sdg               0.00     0.00    0.00   52.00     0.00 15768.00   606.46     0.96   13.62    0.00   13.62   6.00  31.20
sdi               0.00     2.00    0.00   77.00     0.00 20236.00   525.61     0.64    7.27    0.00    7.27   2.86  22.00
sdj               0.00     0.00    0.00  143.00     0.00 45516.00   636.59     5.82   36.14    0.00   36.14   5.73  82.00
sdk               0.00     0.00    0.00   80.00     0.00 30340.00   758.50     2.14   37.45    0.00   37.45   4.50  36.00
sdl               0.00     0.00    0.00   77.00     0.00 24544.00   637.51     1.03   11.38    0.00   11.38   3.48  26.80
sdm               0.00    99.00   11.00  439.00    88.00 18668.00    83.36     3.32    9.79   54.91    8.66   2.12  95.20
sdh               0.00     1.00    0.00  111.00     0.00 39492.00   711.57     4.61   59.46    0.00   59.46   6.23  69.20
sdn               0.00     0.00    0.00  116.00     0.00 42316.00   729.59     7.88   63.72    0.00   63.72   8.55  99.20
sdp               0.00     1.00    0.00  108.00     0.00 36116.00   668.81     1.73   16.26    0.00   16.26   3.89  42.00
sdq               0.00     0.00    0.00   12.00     0.00  1600.00   266.67     0.20    4.67    0.00    4.67   6.33   7.60
sdr               0.00     0.00    0.00   33.00     0.00 11596.00   702.79     0.90   27.88    0.00   27.88   5.58  18.40
sds               0.00     0.00    0.00   24.00     0.00  5468.00   455.67     0.32   13.17    0.00   13.17   8.00  19.20
sdt               0.00     1.00    0.00   72.00     0.00 17428.00   484.11     0.69    9.56    0.00    9.56   4.06  29.20
sdu               0.00     0.00    0.00  111.00     0.00 29672.00   534.63     2.54   22.85    0.00   22.85   6.16  68.40
sdw               0.00     0.00    0.00   74.00     0.00 23316.00   630.16     1.84   16.86    0.00   16.86   5.41  40.00
sdv               0.00     0.00    0.00  122.00     0.00 49028.00   803.74     4.60   37.74    0.00   37.74   8.13  99.20
sdx               0.00     0.00    0.00  111.00     0.00 39180.00   705.95     2.03   23.71    0.00   23.71   3.71  41.20
sdy               0.00     1.00    0.00   97.00     0.00 35764.00   737.40     8.49  213.69    0.00  213.69   7.09  68.80
sdo               0.00     0.00    1.00   33.00     8.00  8836.00   520.24     0.94   47.65   20.00   48.48   7.76  26.40
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          36.23    0.00   23.40   12.27    0.00   28.11

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00  189.00     0.00 63496.00   671.92     4.63   24.72    0.00   24.72   3.70  70.00
sdc               0.00     0.00    1.00  118.00     8.00 39212.00   659.16     3.70   31.09   64.00   30.81   6.82  81.20
sdd               0.00     0.00    0.00  128.00     0.00 39624.00   619.12     4.07   36.69    0.00   36.69   4.38  56.00
sde               0.00     1.00    0.00  137.00     0.00 38088.00   556.03     1.90   13.17    0.00   13.17   3.85  52.80
sda               0.00     2.00    0.00    6.00     0.00    32.00    10.67     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     1.00    0.00  177.00     0.00 57072.00   644.88     2.04   11.10    0.00   11.10   2.94  52.00
sdg               0.00     0.00    0.00  190.00     0.00 61932.00   651.92    10.56   53.75    0.00   53.75   5.20  98.80
sdi               0.00     1.00    0.00  194.00     0.00 64252.00   662.39     3.06   16.16    0.00   16.16   3.61  70.00
sdj               0.00     1.00    0.00  101.00     0.00 39604.00   784.24     5.56   65.50    0.00   65.50   8.08  81.60
sdk               0.00     0.00    0.00  149.00     0.00 47808.00   641.72     2.74   17.77    0.00   17.77   3.25  48.40
sdl               0.00     1.00    0.00  143.00     0.00 47968.00   670.88     2.60   18.55    0.00   18.55   4.00  57.20
sdm               0.00     0.00    0.00   47.00     0.00 13980.00   594.89     4.36  109.87    0.00  109.87  15.15  71.20
sdh               0.00     0.00    0.00  112.00     0.00 41784.00   746.14     7.60   77.04    0.00   77.04   8.89  99.60
sdn               0.00     0.00    0.00  108.00     0.00 40640.00   752.59     9.94   87.37    0.00   87.37   9.22  99.60
sdp               0.00     0.00    0.00  107.00     0.00 34112.00   637.61     1.27   11.10    0.00   11.10   2.99  32.00
sdq               0.00     0.00    0.00   24.00     0.00  6736.00   561.33     0.54   28.83    0.00   28.83   8.17  19.60
sdr               0.00     0.00    0.00  107.00     0.00 35352.00   660.79     1.53   15.18    0.00   15.18   3.10  33.20
sds               0.00     0.00    0.00   25.00     0.00  6244.00   499.52     0.11    4.32    0.00    4.32   3.20   8.00
sdt               0.00     0.00    0.00  141.00     0.00 47108.00   668.20     7.56   49.82    0.00   49.82   6.13  86.40
sdu               0.00     1.00    0.00  145.00     0.00 47012.00   648.44     3.75   23.83    0.00   23.83   4.77  69.20
sdw               0.00     0.00    0.00  136.00     0.00 47916.00   704.65     4.56   37.00    0.00   37.00   5.74  78.00
sdv               0.00     0.00    2.00  120.00    16.00 48676.00   798.23    41.14  204.00   42.00  206.70   7.48  91.20
sdx               0.00     0.00    0.00   40.00     0.00 14428.00   721.40     0.50   12.60    0.00   12.60   4.30  17.20
sdy               0.00     0.00    0.00  125.00     0.00 29716.00   475.46     1.15    8.51    0.00    8.51   3.30  41.20
sdo               0.00     1.00    0.00  119.00     0.00 30908.00   519.46     1.28    8.57    0.00    8.57   3.16  37.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          45.66    0.00   27.61    9.94    0.00   16.79

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     1.00    0.00  150.00     0.00 48540.00   647.20     2.08   13.68    0.00   13.68   3.28  49.20
sdc               0.00     0.00    0.00  100.00     0.00 31020.00   620.40     2.30   20.96    0.00   20.96   4.92  49.20
sdd               0.00     0.00    2.00  164.00    16.00 50424.00   607.71     7.13   39.95   94.00   39.29   5.81  96.40
sde               0.00     0.00    0.00   89.00     0.00 28380.00   637.75     2.13   25.17    0.00   25.17   5.71  50.80
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     2.00    0.00  136.00     0.00 45112.00   663.41     1.56   12.00    0.00   12.00   3.21  43.60
sdg               0.00     0.00    0.00  164.00     0.00 59252.00   722.59     5.41   31.88    0.00   31.88   5.98  98.00
sdi               0.00     1.00    2.00  154.00    16.00 50836.00   651.95     2.74   17.54   60.00   16.99   4.00  62.40
sdj               0.00     0.00    1.00  191.00     8.00 59892.00   623.96    10.68   42.75  208.00   41.88   5.17  99.20
sdk               0.00     0.00    2.00  186.00    16.00 62928.00   669.62     3.46   18.91   64.00   18.43   3.74  70.40
sdl               0.00     0.00    1.00  182.00     8.00 59384.00   649.09     3.22   17.53   40.00   17.41   3.58  65.60
sdm               0.00     3.00    0.00  204.00     0.00 67544.00   662.20     7.29   35.69    0.00   35.69   4.31  88.00
sdh               0.00     0.00    0.00  168.00     0.00 58572.00   697.29     3.91   24.98    0.00   24.98   4.33  72.80
sdn               0.00     0.00    0.00  207.00     0.00 70224.00   678.49     8.40   42.63    0.00   42.63   4.81  99.60
sdp               0.00     0.00    0.00  134.00     0.00 47676.00   711.58     1.88   14.72    0.00   14.72   3.46  46.40
sdq               0.00     0.00    0.00   88.00     0.00 20844.00   473.73     1.72   19.45    0.00   19.45   5.18  45.60
sdr               0.00     0.00    0.00  127.00     0.00 39800.00   626.77     1.62   11.09    0.00   11.09   2.96  37.60
sds               0.00     0.00    0.00   37.00     0.00  9108.00   492.32     0.51   13.84    0.00   13.84   6.05  22.40
sdt               0.00     1.00    0.00  169.00     0.00 58660.00   694.20     7.00   37.28    0.00   37.28   5.16  87.20
sdu               0.00     1.00    0.00  147.00     0.00 53364.00   726.04     7.83   55.32    0.00   55.32   5.93  87.20
sdw               0.00     0.00    0.00  136.00     0.00 45748.00   672.76     3.89   25.09    0.00   25.09   5.12  69.60
sdv               0.00     0.00    2.00  192.00    16.00 64860.00   668.82    16.65  164.62  698.00  159.06   5.15 100.00
sdx               0.00     0.00    0.00   65.00     0.00 19644.00   604.43     0.69   10.65    0.00   10.65   3.20  20.80
sdy               0.00     0.00    4.00  192.00    20.00 59072.00   602.98    10.28   52.90  272.00   48.33   5.10 100.00
sdo               0.00     1.00    0.00  173.00     0.00 61912.00   715.75     6.51   39.12    0.00   39.12   5.41  93.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          35.18    0.00   23.58   16.61    0.00   24.63

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    1.00  261.00     8.00 89048.00   679.82     6.14   23.40   56.00   23.28   3.62  94.80
sdc               0.00     0.00    0.00  142.00     0.00 48800.00   687.32     5.96   42.11    0.00   42.11   6.23  88.40
sdd               0.00     1.00    0.00  202.00     0.00 60104.00   595.09     9.02   47.76    0.00   47.76   4.97 100.40
sde               0.00     0.00    0.00  117.00     0.00 32660.00   558.29     3.20   23.90    0.00   23.90   4.75  55.60
sda               0.00     2.00    0.00    2.00     0.00    16.00    16.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  116.00     0.00 37712.00   650.21     1.24   10.66    0.00   10.66   3.00  34.80
sdg               0.00     0.00    1.00  141.00     8.00 51232.00   721.69     6.41   49.44  124.00   48.91   6.99  99.20
sdi               0.00     0.00    0.00  146.00     0.00 49024.00   671.56     2.63   18.03    0.00   18.03   3.67  53.60
sdj               0.00     0.00    0.00  148.00     0.00 51112.00   690.70     8.06   68.27    0.00   68.27   6.73  99.60
sdk               0.00     0.00    0.00  100.00     0.00 33548.00   670.96     1.90   19.04    0.00   19.04   3.76  37.60
sdl               0.00     0.00    0.00   58.00     0.00 19856.00   684.69     0.92   17.86    0.00   17.86   4.41  25.60
sdm               0.00     1.00    0.00  120.00     0.00 47036.00   783.93     3.86   32.27    0.00   32.27   6.93  83.20
sdh               0.00     0.00    0.00  238.00     0.00 81292.00   683.13     6.46   26.76    0.00   26.76   3.63  86.40
sdn               0.00     0.00    1.00  195.00     8.00 68400.00   698.04    14.22   71.78  124.00   71.51   5.12 100.40
sdp               0.00     2.00    0.00   89.00     0.00 27884.00   626.61     0.98   11.06    0.00   11.06   3.06  27.20
sdq               0.00     0.00    0.00  106.00     0.00 34108.00   643.55     3.00   25.74    0.00   25.74   5.09  54.00
sdr               0.00     0.00    0.00  221.00     0.00 77868.00   704.69     5.20   24.47    0.00   24.47   3.87  85.60
sds               0.00     0.00    0.00   37.00     0.00  7888.00   426.38     0.45    5.19    0.00    5.19   3.35  12.40
sdt               0.00     0.00    0.00  151.00     0.00 48456.00   641.80    13.22   85.35    0.00   85.35   6.65 100.40
sdu               0.00     0.00   15.00  100.00   120.00 34568.00   603.27     6.03   52.31   59.20   51.28   8.73 100.40
sdw               0.00     0.00    0.00  130.00     0.00 44104.00   678.52     3.26   27.94    0.00   27.94   6.06  78.80
sdv               0.00     5.00    8.00  165.00    64.00 55280.00   639.82    10.24   54.17  126.00   50.69   5.80 100.40
sdx               0.00     0.00    0.00   70.00     0.00 23472.00   670.63     1.13   16.17    0.00   16.17   3.49  24.40
sdy               0.00     0.00    0.00  137.00     0.00 47440.00   692.55     7.74   52.93    0.00   52.93   7.27  99.60
sdo               0.00     0.00    0.00  104.00     0.00 33552.00   645.23     2.65   25.50    0.00   25.50   5.19  54.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          34.44    0.00   23.56   14.37    0.00   27.62

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    3.00  134.00    24.00 42888.00   626.45     4.75   23.47  121.33   21.28   4.53  62.00
sdc               0.00     0.00    0.00  141.00     0.00 45680.00   647.94     4.52   27.91    0.00   27.91   5.53  78.00
sdd               0.00     0.00    0.00  150.00     0.00 53408.00   712.11     8.92   47.84    0.00   47.84   6.56  98.40
sde               0.00     0.00    1.00  147.00     8.00 51004.00   689.35     9.34   49.89    8.00   50.18   6.41  94.80
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00   114.00    6.00  544.00    48.00 41285.00   150.30     2.10    3.79   28.67    3.51   1.04  57.20
sdg               0.00     0.00    4.00  139.00    32.00 45716.00   639.83     6.53   42.99  229.00   37.64   6.97  99.60
sdi               0.00   146.00   12.00  660.00    96.00 28081.50    83.86     1.58    2.35   26.67    1.90   0.83  56.00
sdj               0.00     0.00    0.00  165.00     0.00 56216.00   681.41    13.12   70.84    0.00   70.84   6.04  99.60
sdk               0.00     0.00    0.00   42.00     0.00 12168.00   579.43     0.34    6.57    0.00    6.57   2.29   9.60
sdl               0.00     0.00    0.00  165.00     0.00 52296.00   633.89     3.26   17.16    0.00   17.16   3.05  50.40
sdm               0.00     0.00    0.00   51.00     0.00 14768.00   579.14     2.24   33.88    0.00   33.88   6.75  34.40
sdh               0.00     0.00    0.00  139.00     0.00 47960.00   690.07     2.79   21.27    0.00   21.27   4.14  57.60
sdn               0.00     0.00    0.00  173.00     0.00 61220.00   707.75     9.76   55.08    0.00   55.08   5.73  99.20
sdp               0.00     2.00    0.00  124.00     0.00 38540.00   621.61     2.40   16.10    0.00   16.10   3.97  49.20
sdq               0.00     0.00    0.00  139.00     0.00 47688.00   686.16     5.86   44.17    0.00   44.17   6.16  85.60
sdr               0.00     0.00    1.00  147.00     8.00 48536.00   656.00     2.17   14.68   84.00   14.20   4.05  60.00
